Identifier,Occurrence Date,Offense,Offense Classification,longitude,latitude
c4e53d25,05/22/2015 11:00:00 AM,GRAND LARCENY,FELONY,-73.998612292,40.732222576
8c42c0d3,05/22/2015 11:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.883632911,40.744935135
580a7c7b,05/22/2015 11:00:00 AM,GRAND LARCENY,FELONY,-73.908378361,40.779554986
b0cfbac1,05/22/2015 11:10:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.001849635,40.630847128
bc55b7f0,05/22/2015 11:15:00 AM,BURGLARY,FELONY,-73.821509163,40.739662536
61fc111c,05/22/2015 11:26:00 AM,GRAND LARCENY,FELONY,-73.978311202,40.63666405
2db94692,05/22/2015 11:30:00 AM,GRAND LARCENY,FELONY,-74.149226973,40.623226819
438fb80c,05/22/2015 11:30:00 AM,GRAND LARCENY,FELONY,-73.932511896,40.705531968
4bd560ab,05/22/2015 11:30:00 AM,FELONY ASSAULT,FELONY,-73.996583812,40.745364409
a40bcdbf,05/22/2015 11:30:00 AM,ROBBERY,FELONY,-73.893343194,40.867438926
c58105f1,05/22/2015 11:31:00 AM,FELONY ASSAULT,FELONY,-73.877560315,40.842487614
9b79e94,05/22/2015 11:45:00 AM,ROBBERY,FELONY,-73.89708751,40.851975931
c36da897,05/22/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.908452261,40.620745545
6f0cda73,05/22/2015 12:00:00 PM,BURGLARY,FELONY,-74.006403379,40.629919226
2b3df8af,05/22/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.876790905,40.645169319
82b4969a,05/22/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.908460209,40.656976758
43a6f4d,05/22/2015 12:00:00 PM,ROBBERY,FELONY,-73.910810364,40.67834671
daa672e3,05/22/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.97146621,40.752856835
45d624b8,05/22/2015 12:00:00 PM,BURGLARY,FELONY,-73.977311904,40.756953296
54713a3b,05/22/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.7808838,40.760403154
632d748f,05/22/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.856171859,40.822302984
7377cdf4,05/22/2015 12:05:00 PM,GRAND LARCENY,FELONY,-73.881415994,40.842853944
4e910407,05/22/2015 12:06:00 PM,GRAND LARCENY,FELONY,-73.740827218,40.656328692
947b867e,05/22/2015 12:10:00 PM,GRAND LARCENY,FELONY,-73.894922858,40.865357149
fad9fba3,05/22/2015 12:15:00 PM,GRAND LARCENY,FELONY,-73.986155344,40.756589647
51c7fe7c,05/22/2015 12:30:00 PM,FELONY ASSAULT,FELONY,-73.899414818,40.85951494
49d56d10,05/22/2015 12:40:00 PM,FELONY ASSAULT,FELONY,-73.940294044,40.674682298
e15f7120,05/22/2015 01:00:00 PM,BURGLARY,FELONY,-73.928883336,40.698925874
869f4b33,05/22/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.976050545,40.751449824
aaf3fc92,05/22/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.732056164,40.755598166
f2bc51a,05/22/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.923627788,40.762790246
82a7aa05,05/22/2015 01:15:00 PM,GRAND LARCENY,FELONY,-73.932238394,40.655253031
37e01407,05/22/2015 01:17:00 PM,GRAND LARCENY,FELONY,-73.879142573,40.711600901
2df89bc,05/22/2015 01:30:00 PM,GRAND LARCENY,FELONY,-73.931481764,40.662059641
89a33579,05/22/2015 01:30:00 PM,GRAND LARCENY,FELONY,-73.975614653,40.749193549
26d8a333,05/22/2015 01:45:00 PM,BURGLARY,FELONY,-73.990355879,40.688289501
d0f33103,05/22/2015 01:51:00 PM,FELONY ASSAULT,FELONY,-73.89016444,40.863483578
39b0e4be,05/22/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.962622038,40.671636781
19cfb591,05/22/2015 02:00:00 PM,BURGLARY,FELONY,-73.937975427,40.698530396
7192421c,05/22/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.996869174,40.73987766
e30e3e1a,05/22/2015 02:00:00 PM,BURGLARY,FELONY,-73.990217852,40.744307316
6bceb089,05/22/2015 02:00:00 PM,BURGLARY,FELONY,-73.989915229,40.764719969
90eaf30b,05/22/2015 02:00:00 PM,ROBBERY,FELONY,-73.930365598,40.764499002
de5f0fa7,05/22/2015 02:00:00 PM,BURGLARY,FELONY,-73.891192895,40.862441565
d3ebf2e3,05/22/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.821582846,40.868467378
124e65e2,05/22/2015 02:00:00 PM,GRAND LARCENY,FELONY,-73.862080987,40.873765261
fdf657fa,05/22/2015 02:15:00 PM,GRAND LARCENY,FELONY,-73.921689076,40.689289806
d7374ed0,05/22/2015 02:15:00 PM,ROBBERY,FELONY,-73.798423556,40.705515237
7cce1e4b,05/22/2015 02:15:00 PM,GRAND LARCENY,FELONY,-73.830743257,40.834968282
a6ff0bf0,05/22/2015 02:20:00 PM,ROBBERY,FELONY,-73.911054855,40.692364456
fc3f9f92,05/22/2015 02:20:00 PM,FELONY ASSAULT,FELONY,-73.922761528,40.859200822
90aaa3c9,05/22/2015 02:30:00 PM,BURGLARY,FELONY,-73.964835875,40.622977941
92fbacbe,05/22/2015 02:30:00 PM,BURGLARY,FELONY,-73.847584518,40.754049569
af9b850e,05/22/2015 02:30:00 PM,GRAND LARCENY,FELONY,-73.764239506,40.755248582
899a0511,05/22/2015 02:30:00 PM,FELONY ASSAULT,FELONY,-73.85747171,40.890181156
61ed466b,05/22/2015 02:32:00 PM,GRAND LARCENY,FELONY,-73.988243174,40.747919222
1ae2f900,05/22/2015 02:45:00 PM,GRAND LARCENY,FELONY,-73.992669219,40.735617612
25c2291e,05/22/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.945259389,40.655718343
91515ff3,05/22/2015 03:00:00 PM,GRAND LARCENY,FELONY,-74.006321618,40.679547631
4e774163,05/22/2015 03:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.9522739,40.684533396
6e1f8480,05/22/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.929411797,40.700512676
8015a274,05/22/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.990229681,40.737472885
1f50d5c1,05/22/2015 03:00:00 PM,FELONY ASSAULT,FELONY,-73.874137746,40.840546164
10640f0f,05/22/2015 03:30:00 PM,ROBBERY,FELONY,-73.942731708,40.63196648
ad007f68,05/22/2015 03:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.993351034,40.664961871
2d948294,05/22/2015 03:30:00 PM,ROBBERY,FELONY,-73.839478863,40.702697803
195ea5d5,05/22/2015 03:30:00 PM,GRAND LARCENY,FELONY,-73.996974207,40.731418331
9320d6b3,05/22/2015 03:30:00 PM,GRAND LARCENY,FELONY,-73.988534238,40.734321751
bf0343b6,05/22/2015 03:30:00 PM,BURGLARY,FELONY,-73.902887392,40.830860412
531916ba,05/22/2015 03:38:00 PM,GRAND LARCENY,FELONY,-73.948032812,40.801337182
e7517c0,05/22/2015 03:54:00 PM,BURGLARY,FELONY,-73.926145819,40.676373103
f3a4834f,05/22/2015 04:00:00 PM,GRAND LARCENY,FELONY,-74.11312306,40.567035268
abe2063c,05/22/2015 04:00:00 PM,FELONY ASSAULT,FELONY,-74.026040181,40.635749131
eb176c81,05/22/2015 04:00:00 PM,BURGLARY,FELONY,-74.011724827,40.672696249
7565548c,05/22/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.852678507,40.680087539
6988a491,05/22/2015 04:00:00 PM,BURGLARY,FELONY,-73.835722714,40.69605839
cc2467a,05/22/2015 04:00:00 PM,BURGLARY,FELONY,-73.958118295,40.719473804
17a9a369,05/22/2015 04:00:00 PM,GRAND LARCENY,FELONY,-74.001895604,40.727056937
5df87f1a,05/22/2015 04:00:00 PM,BURGLARY,FELONY,-73.932766431,40.746401566
afdfa9d8,05/22/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.871723241,40.769477005
7b23d98a,05/22/2015 04:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.918104507,40.812866866
7b29eacc,05/22/2015 04:00:00 PM,BURGLARY,FELONY,-73.888497525,40.848539809
c2c42df2,05/22/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.776233907,40.679980738
8d1f239f,05/22/2015 04:05:00 PM,ROBBERY,FELONY,-73.924895311,40.810398494
d404a1a2,05/22/2015 04:18:00 PM,FELONY ASSAULT,FELONY,-73.932986082,40.858120313
60f0626e,05/22/2015 04:30:00 PM,GRAND LARCENY,FELONY,-73.930687164,40.677506775
926b6334,05/22/2015 04:30:00 PM,GRAND LARCENY,FELONY,-73.992494,40.68943423
a757c3a9,05/22/2015 04:30:00 PM,FELONY ASSAULT,FELONY,-73.904260168,40.811028215
9cc8be46,05/22/2015 04:30:00 PM,BURGLARY,FELONY,-73.901029766,40.899059115
e796b68c,05/22/2015 04:45:00 PM,GRAND LARCENY,FELONY,-73.757293309,40.710118447
ff16f729,05/22/2015 05:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.904359803,40.671298431
5754d1f4,05/22/2015 05:00:00 PM,BURGLARY,FELONY,-73.839758301,40.691474818
d447c9fc,05/22/2015 05:00:00 PM,BURGLARY,FELONY,-73.935295276,40.691732872
b424391d,05/22/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.788246386,40.699488655
dcda1f65,05/22/2015 05:00:00 PM,BURGLARY,FELONY,-73.944710231,40.700825709
36ae5c9c,05/22/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.951847724,40.715483214
228ab0af,05/22/2015 05:00:00 PM,FELONY ASSAULT,FELONY,-73.814439621,40.72810141
3b0d403e,05/22/2015 05:00:00 PM,BURGLARY,FELONY,-73.993658405,40.730468511
a3205efd,05/22/2015 05:00:00 PM,GRAND LARCENY,FELONY,-74.004721002,40.732689096
b1652326,05/22/2015 05:00:00 PM,BURGLARY,FELONY,-73.993053262,40.755316707
2f4edc12,05/22/2015 05:00:00 PM,BURGLARY,FELONY,-73.900070771,40.759788683
4a8e1be3,05/22/2015 05:00:00 PM,BURGLARY,FELONY,-73.845768612,40.827485296
b614864f,05/22/2015 05:05:00 PM,FELONY ASSAULT,FELONY,-73.89129057,40.831440178
f1b4fc9f,05/22/2015 05:05:00 PM,FELONY ASSAULT,FELONY,-73.89129057,40.831440178
39d650f,05/22/2015 05:10:00 PM,BURGLARY,FELONY,-74.084215742,40.617213108
4d808a10,05/22/2015 05:10:00 PM,GRAND LARCENY,FELONY,-73.742598898,40.695025932
32357e64,05/22/2015 05:25:00 PM,GRAND LARCENY,FELONY,-73.98904625,40.736553285
923498de,05/22/2015 05:30:00 PM,FELONY ASSAULT,FELONY,-73.929394707,40.651946602
9f1d8c72,05/22/2015 05:30:00 PM,BURGLARY,FELONY,-73.735104657,40.681551254
238d2aef,05/22/2015 05:30:00 PM,BURGLARY,FELONY,-73.948223153,40.682000963
606b6312,05/22/2015 05:30:00 PM,GRAND LARCENY,FELONY,-74.013115216,40.70359673
56d03bb2,05/22/2015 05:40:00 PM,BURGLARY,FELONY,-73.990217852,40.744307316
318922b1,05/22/2015 05:45:00 PM,GRAND LARCENY,FELONY,-73.988324413,40.737417812
b63c577f,05/22/2015 06:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.995433562,40.572838506
2eb3bd0e,05/22/2015 06:00:00 PM,RAPE,FELONY,-73.904897109,40.648421119
55efcf0e,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.990355879,40.688289501
62c48536,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.982527317,40.68953745
6242e524,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.990663791,40.703915492
3980f5b,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-74.00986583,40.704969437
76b75238,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.992139452,40.729979851
4a8af9b5,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.98433731,40.751646125
5878e402,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.989811298,40.759768442
5f2b0d1a,05/22/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.928963358,40.833676285
ff8b6481,05/22/2015 06:00:00 PM,RAPE,FELONY,-73.900504632,40.843901255
2b07ad1c,05/22/2015 06:05:00 PM,ROBBERY,FELONY,-73.902879082,40.851407309
5478290a,05/22/2015 06:15:00 PM,GRAND LARCENY,FELONY,-73.948761296,40.643253147
ffa40442,05/22/2015 06:20:00 PM,FELONY ASSAULT,FELONY,-73.764583382,40.69267132
131c93d9,05/22/2015 06:20:00 PM,GRAND LARCENY,FELONY,-73.884750439,40.835353281
ed847096,05/22/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.996463532,40.699686132
4a66a1c1,05/22/2015 06:30:00 PM,GRAND LARCENY,FELONY,-74.006436281,40.709564416
996be40f,05/22/2015 06:30:00 PM,ROBBERY,FELONY,-73.897451893,40.866498474
3efd4cbf,05/22/2015 06:45:00 PM,RAPE,FELONY,-74.077483159,40.644726131
d0310baf,05/22/2015 06:45:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.90729312,40.690226056
f63adf7f,05/22/2015 06:45:00 PM,GRAND LARCENY,FELONY,-73.821582846,40.868467378
d2319eae,05/22/2015 06:50:00 PM,GRAND LARCENY,FELONY,-73.884013141,40.737972078
ca0cdb75,05/22/2015 06:55:00 PM,FELONY ASSAULT,FELONY,-73.99492947,40.717131793
a2368132,05/22/2015 07:00:00 PM,BURGLARY,FELONY,-74.006403379,40.629919226
bbc19958,05/22/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.90217694,40.662760331
55862d96,05/22/2015 07:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.803571189,40.669751445
6474db63,05/22/2015 07:00:00 PM,RAPE,FELONY,-73.881432957,40.671106911
8ab2f793,05/22/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.922742,40.683057139
bbbc7005,05/22/2015 07:00:00 PM,BURGLARY,FELONY,-73.742661206,40.705977738
ff460d77,05/22/2015 07:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.986839293,40.747729682
d9417ecd,05/22/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.877260393,40.832663967
75487be2,05/22/2015 07:05:00 PM,BURGLARY,FELONY,-73.927849654,40.684345009
13d394be,05/22/2015 07:15:00 PM,ROBBERY,FELONY,-73.887702988,40.631901201
72f5d755,05/22/2015 07:21:00 PM,GRAND LARCENY,FELONY,-73.986389377,40.724119259
9fc9998f,05/22/2015 07:25:00 PM,FELONY ASSAULT,FELONY,-73.886686155,40.757594222
2aa58d2e,05/22/2015 07:30:00 PM,FELONY ASSAULT,FELONY,-73.938820358,40.799581525
d15026d5,05/22/2015 07:30:00 PM,GRAND LARCENY,FELONY,-73.959258403,40.807778078
e3117be0,05/22/2015 07:30:00 PM,FELONY ASSAULT,FELONY,-73.910501899,40.875964811
e42a741b,05/22/2015 07:45:00 PM,GRAND LARCENY,FELONY,-73.935235376,40.794241067
17c5a49e,05/22/2015 07:45:00 PM,GRAND LARCENY,FELONY,-73.941620371,40.7986333
4daa18a5,05/22/2015 08:00:00 PM,BURGLARY,FELONY,-73.970952773,40.589391577
2ec4c3c2,05/22/2015 08:00:00 PM,ROBBERY,FELONY,-73.888997675,40.659284453
193edb47,05/22/2015 08:00:00 PM,GRAND LARCENY,FELONY,-73.895122697,40.676738766
6deb265b,05/22/2015 08:00:00 PM,BURGLARY,FELONY,-73.953146976,40.688930879
2e28de41,05/22/2015 08:00:00 PM,BURGLARY,FELONY,-73.820601383,40.69484458
cd9b609c,05/22/2015 08:00:00 PM,GRAND LARCENY,FELONY,-73.981076286,40.770943929
5e493c7a,05/22/2015 08:00:00 PM,BURGLARY,FELONY,-73.822411913,40.775993452
ab3ba131,05/22/2015 08:05:00 PM,GRAND LARCENY,FELONY,-73.998298598,40.723636973
d0525962,05/22/2015 08:06:00 PM,GRAND LARCENY,FELONY,-73.989842126,40.74697518
6a34f844,05/22/2015 08:15:00 PM,ROBBERY,FELONY,-73.854178533,40.691543399
431fbe08,05/22/2015 08:20:00 PM,ROBBERY,FELONY,-73.855650116,40.824640834
3c4b88ce,05/22/2015 08:30:00 PM,GRAND LARCENY,FELONY,-74.00106367,40.594978166
8218bcca,05/22/2015 08:30:00 PM,BURGLARY,FELONY,-73.736084732,40.710859529
66839914,05/22/2015 08:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.915932762,40.859094495
8b7fddad,05/22/2015 08:50:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.927867144,40.628175795
726220ef,05/22/2015 08:58:00 PM,ROBBERY,FELONY,-73.833872447,40.874180976
6de1c15a,05/22/2015 09:00:00 PM,GRAND LARCENY,FELONY,-73.761744772,40.6918393
ebe09fe9,05/22/2015 09:00:00 PM,ROBBERY,FELONY,-73.813059269,40.706986431
7579bde0,05/22/2015 09:00:00 PM,FELONY ASSAULT,FELONY,-73.992409987,40.730600184
3f3fff8f,05/22/2015 09:00:00 PM,ROBBERY,FELONY,-73.910540818,40.814785296
8f29256d,05/22/2015 09:00:00 PM,BURGLARY,FELONY,-73.871975974,40.835199828
e42fd27b,05/22/2015 09:00:00 PM,FELONY ASSAULT,FELONY,-73.93503166,40.847557116
d8f839d7,05/22/2015 09:15:00 PM,FELONY ASSAULT,FELONY,-73.88830716,40.662692805
5914f2d3,05/22/2015 09:15:00 PM,ROBBERY,FELONY,-73.891698478,40.676296429
c3208c9,05/22/2015 09:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.825959759,40.681186566
837481f7,05/22/2015 09:30:00 PM,ROBBERY,FELONY,-73.936687702,40.691198417
2d55dba,05/22/2015 09:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.836141965,40.87763156
5296a698,05/22/2015 09:30:00 PM,FELONY ASSAULT,FELONY,-73.860103831,40.890604314
fc1c0ad5,05/22/2015 09:40:00 PM,BURGLARY,FELONY,-73.728297983,40.68586391
ccdfa77d,05/22/2015 09:45:00 PM,FELONY ASSAULT,FELONY,-73.931531149,40.635015307
f018df9a,05/22/2015 10:00:00 PM,FELONY ASSAULT,FELONY,-74.077912441,40.595753238
8b52a9bf,05/22/2015 10:00:00 PM,FELONY ASSAULT,FELONY,-74.00974678,40.704782804
bce752c,05/22/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.959009859,40.718645207
2379aea4,05/22/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.993914857,40.727435569
14f924db,05/22/2015 10:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.823595466,40.743552326
b3a727ae,05/22/2015 10:00:00 PM,FELONY ASSAULT,FELONY,-73.919884544,40.762644978
133530fa,05/22/2015 10:00:00 PM,ROBBERY,FELONY,-73.870353278,40.764781959
8a2ff513,05/22/2015 10:00:00 PM,GRAND LARCENY,FELONY,-73.904610428,40.87918785
52409b41,05/22/2015 10:03:00 PM,GRAND LARCENY,FELONY,-73.853260911,40.726724661
c60109c8,05/22/2015 10:19:00 PM,ROBBERY,FELONY,-73.938946289,40.674085974
a2386ab7,05/22/2015 10:25:00 PM,FELONY ASSAULT,FELONY,-73.88830716,40.662692805
71a2e774,05/22/2015 10:25:00 PM,FELONY ASSAULT,FELONY,-73.916893388,40.848311248
c5ea8692,05/22/2015 10:30:00 PM,GRAND LARCENY,FELONY,-73.947757228,40.678443525
f4a4b0e6,05/22/2015 10:30:00 PM,GRAND LARCENY,FELONY,-73.938948721,40.695058784
f38443cd,05/22/2015 10:30:00 PM,ROBBERY,FELONY,-73.759083941,40.709688534
4ea244be,05/22/2015 10:30:00 PM,GRAND LARCENY,FELONY,-74.002602476,40.719912318
8244bfa0,05/22/2015 10:55:00 PM,ROBBERY,FELONY,-73.97549523,40.671568879
824617d5,05/22/2015 11:00:00 PM,GRAND LARCENY,FELONY,-73.950193596,40.626419989
c81b4202,05/22/2015 11:00:00 PM,GRAND LARCENY,FELONY,-73.923568489,40.62886196
4baba981,05/22/2015 11:00:00 PM,ROBBERY,FELONY,-73.988897839,40.761014472
f4691f6c,05/22/2015 11:00:00 PM,FELONY ASSAULT,FELONY,-73.878109049,40.838881644
31244067,05/22/2015 11:00:00 PM,FELONY ASSAULT,FELONY,-73.8738322,40.877788706
dfa3c23f,05/22/2015 11:04:00 PM,FELONY ASSAULT,FELONY,-74.010481805,40.677109967
bf249610,05/22/2015 11:15:00 PM,ROBBERY,FELONY,-73.98345774,40.674581319
d9ee6c99,05/22/2015 11:15:00 PM,GRAND LARCENY,FELONY,-73.981666871,40.763288941
4e8f30ac,05/22/2015 11:22:00 PM,FELONY ASSAULT,FELONY,-73.907562112,40.621044016
97dcbd83,05/22/2015 11:30:00 PM,FELONY ASSAULT,FELONY,-73.989854676,40.711952093
477814c0,05/22/2015 11:45:00 PM,ROBBERY,FELONY,-73.981123832,40.590433977
af091e80,05/22/2015 11:45:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.862405403,40.827075425
f5557d4,05/22/2015 11:50:00 PM,ROBBERY,FELONY,-73.989921825,40.744985243
f91e5fec,05/22/2015 11:55:00 PM,FELONY ASSAULT,FELONY,-73.940537398,40.822262072
566dfc0a,08/07/2015 12:00:00 AM,FELONY ASSAULT,FELONY,-73.929099925,40.644472371
ee3146e8,08/07/2015 12:00:00 AM,GRAND LARCENY,FELONY,-74.006208393,40.74131304
548e6bb7,08/07/2015 12:01:00 AM,ROBBERY,FELONY,-73.973729832,40.650694438
8c020d11,08/07/2015 12:01:00 AM,GRAND LARCENY,FELONY,-73.847189492,40.724853071
4adfbdf8,08/07/2015 12:01:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.950092244,40.824594123
b117776b,08/07/2015 12:10:00 AM,BURGLARY,FELONY,-73.936591159,40.796511713
eb9376c1,08/07/2015 12:15:00 AM,ROBBERY,FELONY,-74.112746439,40.572072361
1f2cc74c,08/07/2015 12:20:00 AM,GRAND LARCENY,FELONY,-73.984126607,40.757379872
4422e3f8,08/07/2015 12:20:00 AM,FELONY ASSAULT,FELONY,-73.867626311,40.816366145
8158857c,08/07/2015 12:25:00 AM,ROBBERY,FELONY,-73.923190605,40.825734869
da28fa10,08/07/2015 12:29:00 AM,ROBBERY,FELONY,-73.867218724,40.877602882
1a920563,08/07/2015 12:30:00 AM,FELONY ASSAULT,FELONY,-73.927250522,40.807183186
122f7ee2,08/07/2015 12:30:00 AM,GRAND LARCENY,FELONY,-73.939151791,40.81632452
f37e6f94,08/07/2015 12:40:00 AM,ROBBERY,FELONY,-73.945149307,40.815913077
cca481e8,08/07/2015 12:45:00 AM,ROBBERY,FELONY,-73.932741946,40.695582321
e70e0fa5,08/07/2015 12:55:00 AM,ROBBERY,FELONY,-73.885321074,40.747494938
4a645bc2,08/07/2015 12:55:00 AM,GRAND LARCENY,FELONY,-73.971115467,40.762655487
22398e31,08/07/2015 01:00:00 AM,ROBBERY,FELONY,-73.908245109,40.656142172
1a95e94f,08/07/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.957499226,40.67198359
7035d3cf,08/07/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.792803529,40.684850817
b664d288,08/07/2015 01:00:00 AM,ROBBERY,FELONY,-73.92154997,40.69718916
b0cc4e69,08/07/2015 01:00:00 AM,BURGLARY,FELONY,-73.933149758,40.709660467
987230a4,08/07/2015 01:00:00 AM,ROBBERY,FELONY,-73.889828466,40.734571546
9ae2877c,08/07/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.988616647,40.758857075
da6e2615,08/07/2015 01:20:00 AM,ROBBERY,FELONY,-73.867147287,40.750475424
cae27c20,08/07/2015 01:30:00 AM,GRAND LARCENY,FELONY,-73.9387779,40.653305157
fd0a2a29,08/07/2015 01:30:00 AM,GRAND LARCENY,FELONY,-73.80679592,40.683988597
a9913c38,08/07/2015 01:30:00 AM,GRAND LARCENY,FELONY,-74.006673844,40.740610358
d9f18246,08/07/2015 01:33:00 AM,FELONY ASSAULT,FELONY,-73.95106272,40.772554487
de1811a5,08/07/2015 01:40:00 AM,FELONY ASSAULT,FELONY,-73.928662709,40.851192833
80ebe7,08/07/2015 01:45:00 AM,ROBBERY,FELONY,-73.911580734,40.684660286
a6e56413,08/07/2015 01:45:00 AM,GRAND LARCENY,FELONY,-73.987858624,40.719231007
ecc402ed,08/07/2015 01:45:00 AM,FELONY ASSAULT,FELONY,-73.994972495,40.720634109
1be8fca4,08/07/2015 01:45:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.93570271,40.84883927
73e5631d,08/07/2015 01:50:00 AM,FELONY ASSAULT,FELONY,-73.943932497,40.690738308
6a614fd1,08/07/2015 01:50:00 AM,FELONY ASSAULT,FELONY,-73.925930756,40.827819901
ba77bba5,08/07/2015 02:00:00 AM,ROBBERY,FELONY,-73.884046939,40.745506462
3b9ee0e4,08/07/2015 02:00:00 AM,GRAND LARCENY,FELONY,-73.937271894,40.829163304
198f9973,08/07/2015 02:06:00 AM,FELONY ASSAULT,FELONY,-73.919837792,40.687512664
2797742b,08/07/2015 02:10:00 AM,GRAND LARCENY,FELONY,-73.785819901,40.74755875
c765824a,08/07/2015 02:10:00 AM,FELONY ASSAULT,FELONY,-73.956096041,40.804735761
acf6f746,08/07/2015 02:25:00 AM,BURGLARY,FELONY,-73.983394569,40.58078086
b002e512,08/07/2015 02:28:00 AM,BURGLARY,FELONY,-73.920775111,40.742296028
274ee363,08/07/2015 02:30:00 AM,GRAND LARCENY,FELONY,-73.94769921,40.632893841
93c625a3,08/07/2015 02:30:00 AM,ROBBERY,FELONY,-73.862409636,40.742897089
661b9612,08/07/2015 02:30:00 AM,GRAND LARCENY,FELONY,-73.922668984,40.826862599
c4bfa64b,08/07/2015 02:31:00 AM,FELONY ASSAULT,FELONY,-73.974366822,40.681128685
f265441e,08/07/2015 02:35:00 AM,FELONY ASSAULT,FELONY,-73.782973788,40.667356662
96e8336c,08/07/2015 02:39:00 AM,BURGLARY,FELONY,-73.879998318,40.869404748
747c2840,08/07/2015 02:42:00 AM,GRAND LARCENY,FELONY,-73.908289194,40.833809914
dbe33d00,08/07/2015 03:30:00 AM,ROBBERY,FELONY,-74.093045198,40.574000394
82b3d1c8,08/07/2015 03:30:00 AM,ROBBERY,FELONY,-73.957838859,40.69357959
c01fb231,08/07/2015 03:40:00 AM,ROBBERY,FELONY,-73.962971138,40.60773826
459be0b,08/07/2015 03:40:00 AM,ROBBERY,FELONY,-73.793255998,40.685444503
1d5ea195,08/07/2015 04:00:00 AM,RAPE,FELONY,-73.960559932,40.690080972
12bfa089,08/07/2015 04:13:00 AM,GRAND LARCENY,FELONY,-73.965180237,40.770792006
77d788ba,08/07/2015 04:20:00 AM,GRAND LARCENY,FELONY,-74.001556788,40.741088128
3ee2b098,08/07/2015 04:20:00 AM,ROBBERY,FELONY,-73.870853957,40.83795976
255bbfa0,08/07/2015 04:30:00 AM,FELONY ASSAULT,FELONY,-73.946434134,40.790604557
f469fb6e,08/07/2015 04:30:00 AM,ROBBERY,FELONY,-73.96386307,40.802979088
3c89741e,08/07/2015 04:35:00 AM,FELONY ASSAULT,FELONY,-73.953924166,40.816597607
7e845df8,08/07/2015 04:45:00 AM,FELONY ASSAULT,FELONY,-73.934376306,40.698489974
655e9874,08/07/2015 04:55:00 AM,GRAND LARCENY,FELONY,-73.878343479,40.748231607
