Identifier,Occurrence Date,Offense,Offense Classification,longitude,latitude
c6aa7009,02/15/2015 12:06:00 AM,GRAND LARCENY,FELONY,-73.951414611,40.809839071
1519050d,02/15/2015 12:15:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.866448844,40.819820393
b2f4cd05,02/15/2015 12:20:00 AM,GRAND LARCENY,FELONY,-73.989415087,40.731667658
4daede75,02/15/2015 12:25:00 AM,ROBBERY,FELONY,-73.947327824,40.783910564
4b066550,02/15/2015 12:30:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.889209429,40.67935723
e2ed979,02/15/2015 12:30:00 AM,FELONY ASSAULT,FELONY,-73.767152539,40.710789323
5b6df8d3,02/15/2015 12:30:00 AM,ROBBERY,FELONY,-73.880111801,40.8285197
1b5ea86e,02/15/2015 01:00:00 AM,BURGLARY,FELONY,-73.956334331,40.584641189
6eba597b,02/15/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.987479351,40.721822019
7a144275,02/15/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.987030512,40.729490822
209129bf,02/15/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.953934757,40.801295775
d493e5d6,02/15/2015 01:10:00 AM,BURGLARY,FELONY,-73.938316997,40.699650446
9fefa55a,02/15/2015 01:15:00 AM,FELONY ASSAULT,FELONY,-73.939439688,40.761976219
2e7fce08,02/15/2015 01:20:00 AM,ROBBERY,FELONY,-73.782572114,40.684420223
9ecc51ab,02/15/2015 01:30:00 AM,FELONY ASSAULT,FELONY,-74.010761683,40.579540904
40dad343,02/15/2015 01:30:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.08165623,40.615491223
c909450e,02/15/2015 01:30:00 AM,GRAND LARCENY,FELONY,-73.997416757,40.763792658
a0ea4a5,02/15/2015 01:30:00 AM,GRAND LARCENY,FELONY,-73.947777715,40.78119897
6553d5b7,02/15/2015 01:32:00 AM,GRAND LARCENY,FELONY,-73.78455923,40.666434649
72f77f20,02/15/2015 01:40:00 AM,GRAND LARCENY,FELONY,-74.006512948,40.718981689
21a949e5,02/15/2015 01:45:00 AM,ROBBERY,FELONY,-73.99322319,40.752530799
b2964994,02/15/2015 01:50:00 AM,GRAND LARCENY,FELONY,-73.917185953,40.613305542
3e086470,02/15/2015 01:55:00 AM,GRAND LARCENY,FELONY,-73.988762779,40.727097576
90b66149,02/15/2015 02:00:00 AM,BURGLARY,FELONY,-73.904339953,40.680111893
96386ca0,02/15/2015 02:00:00 AM,GRAND LARCENY,FELONY,-73.989265695,40.718308907
f6e8eb00,02/15/2015 02:00:00 AM,GRAND LARCENY,FELONY,-73.991865723,40.725999935
9a8ce821,02/15/2015 02:00:00 AM,GRAND LARCENY,FELONY,-74.007251096,40.739397142
357d8956,02/15/2015 02:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.918356293,40.740134219
223c4b2,02/15/2015 02:00:00 AM,GRAND LARCENY,FELONY,-74.006201259,40.742210574
e949c695,02/15/2015 02:00:00 AM,GRAND LARCENY,FELONY,-73.986839293,40.747729682
94a1e366,02/15/2015 02:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.76078636,40.762981671
54b376ff,02/15/2015 02:00:00 AM,RAPE,FELONY,-73.91550818,40.769306087
bbf39167,02/15/2015 02:00:00 AM,FELONY ASSAULT,FELONY,-73.919165302,40.822861142
dad077ae,02/15/2015 02:10:00 AM,BURGLARY,FELONY,-73.961904339,40.577517662
e105a391,02/15/2015 02:30:00 AM,GRAND LARCENY,FELONY,-73.99359795,40.721273571
217bfdcb,02/15/2015 02:30:00 AM,ROBBERY,FELONY,-73.866904908,40.754369944
1a5b6fb8,02/15/2015 02:30:00 AM,ROBBERY,FELONY,-73.932339841,40.857285546
cf42a4a9,02/15/2015 02:30:00 AM,BURGLARY,FELONY,-73.85537181,40.887853793
c25e025,02/15/2015 02:32:00 AM,FELONY ASSAULT,FELONY,-73.930833555,40.671926733
11045a2e,02/15/2015 02:40:00 AM,GRAND LARCENY,FELONY,-73.987591664,40.73864464
7e037c66,02/15/2015 02:40:00 AM,FELONY ASSAULT,FELONY,-73.917106066,40.819769127
805ab6f5,02/15/2015 02:50:00 AM,FELONY ASSAULT,FELONY,-73.878496999,40.681866121
47229d0d,02/15/2015 03:00:00 AM,FELONY ASSAULT,FELONY,-73.787210211,40.707751257
7930fc6d,02/15/2015 03:00:00 AM,ROBBERY,FELONY,-73.873770536,40.744556952
170688ea,02/15/2015 03:00:00 AM,FELONY ASSAULT,FELONY,-73.885125504,40.850449563
15549e3d,02/15/2015 03:00:00 AM,FELONY ASSAULT,FELONY,-73.884786675,40.866599056
2834b78d,02/15/2015 03:05:00 AM,FELONY ASSAULT,FELONY,-73.891313038,40.864140648
e715a809,02/15/2015 03:25:00 AM,ROBBERY,FELONY,-73.760987846,40.599195418
911a772b,02/15/2015 03:30:00 AM,FELONY ASSAULT,FELONY,-73.937077926,40.698016638
aee9bc45,02/15/2015 03:35:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.990501248,40.756266207
aa5b1530,02/15/2015 03:45:00 AM,FELONY ASSAULT,FELONY,-73.955749337,40.668801733
b8267174,02/15/2015 03:45:00 AM,ROBBERY,FELONY,-73.843356386,40.865219072
352f649b,02/15/2015 04:00:00 AM,BURGLARY,FELONY,-74.002079713,40.730460432
d3b7ecd8,02/15/2015 04:00:00 AM,ROBBERY,FELONY,-73.708847929,40.741392588
4450d5dd,02/15/2015 04:00:00 AM,FELONY ASSAULT,FELONY,-73.867893662,40.747201792
6154100c,02/15/2015 04:00:00 AM,FELONY ASSAULT,FELONY,-73.997416757,40.763792658
c51c04ab,02/15/2015 04:00:00 AM,ROBBERY,FELONY,-73.95183686,40.790425789
23b90010,02/15/2015 04:00:00 AM,ROBBERY,FELONY,-73.903910038,40.858376975
f892d488,02/15/2015 04:08:00 AM,FELONY ASSAULT,FELONY,-74.08165623,40.615491223
2dcf794a,02/15/2015 04:08:00 AM,FELONY ASSAULT,FELONY,-73.924421528,40.7631668
cfbed070,02/15/2015 04:10:00 AM,ROBBERY,FELONY,-73.931745131,40.852045557
c600420c,02/15/2015 04:11:00 AM,BURGLARY,FELONY,-73.880178382,40.73736705
9879b237,02/15/2015 04:30:00 AM,GRAND LARCENY,FELONY,-74.031060735,40.615968922
938995f5,02/15/2015 04:30:00 AM,GRAND LARCENY,FELONY,-73.986839293,40.747729682
a7ef8f65,02/15/2015 04:30:00 AM,FELONY ASSAULT,FELONY,-73.870842766,40.754368937
b03d93e9,02/15/2015 04:45:00 AM,BURGLARY,FELONY,-73.951720698,40.671723302
5d05a405,02/15/2015 04:50:00 AM,FELONY ASSAULT,FELONY,-73.998408634,40.647949898
1707d2cf,02/15/2015 05:00:00 AM,GRAND LARCENY,FELONY,-73.990704282,40.620433032
d06ea233,02/15/2015 05:00:00 AM,GRAND LARCENY,FELONY,-73.924871016,40.691106222
fe0bd655,02/15/2015 05:00:00 AM,BURGLARY,FELONY,-74.002577348,40.723126432
73e5bd2,02/15/2015 05:00:00 AM,RAPE,FELONY,-73.826917308,40.762334218
85022346,02/15/2015 05:00:00 AM,ROBBERY,FELONY,-73.938136769,40.847243182
db595558,02/15/2015 05:15:00 AM,FELONY ASSAULT,FELONY,-73.909139311,40.833154599
e6397ce8,02/15/2015 05:15:00 AM,FELONY ASSAULT,FELONY,-73.909139311,40.833154599
854e5105,02/15/2015 05:18:00 AM,FELONY ASSAULT,FELONY,-73.959311394,40.780182577
87877a5b,02/15/2015 05:30:00 AM,GRAND LARCENY,FELONY,-73.984724732,40.730522568
6b4cf76b,02/15/2015 06:00:00 AM,GRAND LARCENY,FELONY,-73.981203625,40.57557363
a4e3d71,02/15/2015 06:00:00 AM,ROBBERY,FELONY,-73.924718235,40.861559813
f2228d19,02/15/2015 06:00:00 AM,BURGLARY,FELONY,-73.858834747,40.893816797
852fe402,02/15/2015 06:05:00 AM,ROBBERY,FELONY,-73.921465721,40.808513327
5905291e,02/15/2015 06:25:00 AM,GRAND LARCENY,FELONY,-73.82728462,40.830889993
3f6a0894,02/15/2015 07:00:00 AM,ROBBERY,FELONY,-73.867182381,40.660460804
cac34bc2,02/15/2015 07:00:00 AM,GRAND LARCENY,FELONY,-74.002646912,40.748732237
80183402,02/15/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.884371919,40.791151867
82c303a6,02/15/2015 08:00:00 AM,GRAND LARCENY,FELONY,-74.158739435,40.595442192
fb606bbc,02/15/2015 08:00:00 AM,FELONY ASSAULT,FELONY,-73.855198035,40.751778503
70e47b63,02/15/2015 08:00:00 AM,FELONY ASSAULT,FELONY,-73.855198035,40.751778503
fbd36a95,02/15/2015 08:00:00 AM,FELONY ASSAULT,FELONY,-73.885125504,40.850449563
f68a6f91,02/15/2015 08:35:00 AM,GRAND LARCENY,FELONY,-73.922372861,40.609900125
1bc795f5,02/15/2015 08:48:00 AM,GRAND LARCENY,FELONY,-73.949445222,40.66322449
2ccf679e,02/15/2015 08:54:00 AM,GRAND LARCENY,FELONY,-73.938042369,40.669183319
fbca59b9,02/15/2015 08:59:00 AM,FELONY ASSAULT,FELONY,-73.945945561,40.809677443
145959c,02/15/2015 09:00:00 AM,BURGLARY,FELONY,-73.808575342,40.587879866
8662d061,02/15/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.975287153,40.698033928
1f7a1fd2,02/15/2015 09:45:00 AM,FELONY ASSAULT,FELONY,-73.909661261,40.661652071
572130e4,02/15/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.772321462,40.706558988
95697d03,02/15/2015 10:00:00 AM,BURGLARY,FELONY,-73.993500894,40.754699165
966705b8,02/15/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.897730961,40.861357899
9f0f72ea,02/15/2015 10:45:00 AM,FELONY ASSAULT,FELONY,-73.928181646,40.787874599
339cf4f3,02/15/2015 10:45:00 AM,FELONY ASSAULT,FELONY,-73.876331488,40.832770018
3d4e051d,02/15/2015 11:00:00 AM,BURGLARY,FELONY,-73.880939675,40.672797186
f926b940,02/15/2015 11:00:00 AM,FELONY ASSAULT,FELONY,-73.875998665,40.677847848
76014a97,02/15/2015 11:00:00 AM,GRAND LARCENY,FELONY,-73.976416457,40.778139774
4e09d97d,02/15/2015 11:00:00 AM,ROBBERY,FELONY,-73.945825615,40.832774193
6a36ef4f,02/15/2015 11:03:00 AM,GRAND LARCENY,FELONY,-73.937197184,40.686266341
6d157f84,02/15/2015 11:30:00 AM,BURGLARY,FELONY,-74.166536823,40.624970695
2da94b9b,02/15/2015 11:30:00 AM,GRAND LARCENY,FELONY,-73.826042113,40.677258911
e733571a,02/15/2015 11:30:00 AM,BURGLARY,FELONY,-73.771150627,40.76394143
c33430d,02/15/2015 11:45:00 AM,BURGLARY,FELONY,-73.955980192,40.586639271
74e4c82,02/15/2015 11:45:00 AM,FELONY ASSAULT,FELONY,-73.940280987,40.717448534
5e0fd9a8,02/15/2015 11:45:00 AM,GRAND LARCENY,FELONY,-73.865872707,40.865467018
ac2f59d9,02/15/2015 11:50:00 AM,FELONY ASSAULT,FELONY,-73.795042198,40.684992065
e7a3e800,02/15/2015 12:00:00 PM,BURGLARY,FELONY,-73.946012906,40.673202944
3aa6b0fb,02/15/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.819196369,40.702308165
382b8ea4,02/15/2015 12:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.733496772,40.73203497
43e52db7,02/15/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.983814182,40.735913142
9f73efc4,02/15/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.982362342,40.76795511
7976e1,02/15/2015 12:00:00 PM,GRAND LARCENY,FELONY,-73.960698974,40.802903945
177d3f57,02/15/2015 12:00:00 PM,FELONY ASSAULT,FELONY,-73.908710901,40.82407474
332ad6c9,02/15/2015 12:45:00 PM,ROBBERY,FELONY,-73.949682945,40.80203233
b9a1cdb5,02/15/2015 01:00:00 PM,GRAND LARCENY,FELONY,-73.974190798,40.754002036
95a19331,02/15/2015 01:00:00 PM,BURGLARY,FELONY,-73.948707117,40.784051167
2937e7ad,02/15/2015 01:15:00 PM,GRAND LARCENY,FELONY,-73.968191613,40.800197211
e59b3ac0,02/15/2015 01:30:00 PM,GRAND LARCENY,FELONY,-73.836401609,40.823544692
50d44275,02/15/2015 01:45:00 PM,GRAND LARCENY,FELONY,-73.974690245,40.750439465
5d6b1a66,02/15/2015 02:15:00 PM,FELONY ASSAULT,FELONY,-73.796690944,40.675215335
ef4bc676,02/15/2015 02:16:00 PM,FELONY ASSAULT,FELONY,-73.796690944,40.675215335
584ef47a,02/15/2015 02:30:00 PM,ROBBERY,FELONY,-73.919323894,40.665221978
a712c0e8,02/15/2015 02:30:00 PM,GRAND LARCENY,FELONY,-74.003129381,40.724290195
9bf73d68,02/15/2015 02:37:00 PM,GRAND LARCENY,FELONY,-73.96331879,40.774694448
28792cbd,02/15/2015 02:58:00 PM,FELONY ASSAULT,FELONY,-73.844727536,40.818376912
77adece1,02/15/2015 03:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.901752759,40.613038121
14c86470,02/15/2015 03:00:00 PM,GRAND LARCENY,FELONY,-73.98180063,40.749367611
7c71cd22,02/15/2015 03:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.920170394,40.750035809
2d298918,02/15/2015 03:30:00 PM,BURGLARY,FELONY,-73.856193906,40.880650005
8f6ed90d,02/15/2015 03:50:00 PM,GRAND LARCENY,FELONY,-73.868446756,40.651698159
b6824611,02/15/2015 03:55:00 PM,GRAND LARCENY,FELONY,-73.970728388,40.764535539
da58898b,02/15/2015 03:56:00 PM,GRAND LARCENY,FELONY,-73.992393794,40.746028438
f5e8cd08,02/15/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.904261262,40.629445869
e2c3610e,02/15/2015 04:00:00 PM,BURGLARY,FELONY,-73.892876594,40.681268322
f49d0cf7,02/15/2015 04:00:00 PM,GRAND LARCENY,FELONY,-74.000769976,40.730756883
e619216a,02/15/2015 04:00:00 PM,GRAND LARCENY,FELONY,-73.776047368,40.679700408
f37d4ac1,02/15/2015 04:15:00 PM,FELONY ASSAULT,FELONY,-74.077912441,40.595753238
924667b6,02/15/2015 04:30:00 PM,GRAND LARCENY,FELONY,-73.988371577,40.756642042
c920841e,02/15/2015 04:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.890356481,40.869802057
958b9516,02/15/2015 04:30:00 PM,GRAND LARCENY,FELONY,-73.776047368,40.679700408
f2fa0f53,02/15/2015 04:44:00 PM,FELONY ASSAULT,FELONY,-74.077430677,40.636763538
5a46a48e,02/15/2015 04:50:00 PM,FELONY ASSAULT,FELONY,-73.93376292,40.691534377
7639fb6f,02/15/2015 05:00:00 PM,BURGLARY,FELONY,-73.9744522,40.759433946
88160d66,02/15/2015 05:00:00 PM,GRAND LARCENY,FELONY,-73.891241309,40.86157703
3dd42d96,02/15/2015 05:05:00 PM,FELONY ASSAULT,FELONY,-73.949573099,40.680022581
a69714d8,02/15/2015 05:15:00 PM,GRAND LARCENY,FELONY,-73.966815414,40.764114533
2015ab45,02/15/2015 05:30:00 PM,GRAND LARCENY,FELONY,-73.965980202,40.688949112
9263dae1,02/15/2015 05:40:00 PM,BURGLARY,FELONY,-73.911899013,40.651165991
d72fb903,02/15/2015 05:45:00 PM,ROBBERY,FELONY,-73.917682155,40.687011594
99e14e2e,02/15/2015 05:45:00 PM,GRAND LARCENY,FELONY,-73.989282176,40.750430768
f0ad89c1,02/15/2015 05:45:00 PM,GRAND LARCENY,FELONY,-73.97765529,40.766282747
cfb17513,02/15/2015 05:55:00 PM,FELONY ASSAULT,FELONY,-74.076747088,40.640754918
ea7bf393,02/15/2015 05:58:00 PM,ROBBERY,FELONY,-73.918103026,40.8346215
4322dc22,02/15/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.99907079,40.713703695
669db0ee,02/15/2015 06:00:00 PM,GRAND LARCENY,FELONY,-73.815672387,40.780698336
53257f81,02/15/2015 06:10:00 PM,GRAND LARCENY,FELONY,-73.996758348,40.718454834
1c39306d,02/15/2015 06:30:00 PM,FELONY ASSAULT,FELONY,-73.749563328,40.60262955
252fa4ec,02/15/2015 06:30:00 PM,GRAND LARCENY,FELONY,-73.945971363,40.791241119
1602233c,02/15/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.733723988,40.732060199
dc23d015,02/15/2015 07:00:00 PM,GRAND LARCENY,FELONY,-73.962148913,40.800236556
a098daeb,02/15/2015 07:15:00 PM,GRAND LARCENY,FELONY,-73.991586303,40.738804196
59503c67,02/15/2015 07:25:00 PM,GRAND LARCENY,FELONY,-73.980834803,40.782076545
cc0e6732,02/15/2015 07:25:00 PM,FELONY ASSAULT,FELONY,-73.937151364,40.838176876
b206c3e9,02/15/2015 07:40:00 PM,FELONY ASSAULT,FELONY,-73.943940035,40.638881198
7b5b9945,02/15/2015 08:00:00 PM,GRAND LARCENY,FELONY,-74.002043826,40.736748666
3bd89b74,02/15/2015 08:00:00 PM,GRAND LARCENY,FELONY,-73.879551428,40.872596365
8b5ed6ba,02/15/2015 08:30:00 PM,FELONY ASSAULT,FELONY,-74.007023269,40.632117766
1cc96055,02/15/2015 08:30:00 PM,ROBBERY,FELONY,-73.982194537,40.747449094
a481679e,02/15/2015 08:33:00 PM,GRAND LARCENY,FELONY,-73.990501248,40.756266207
985faa64,02/15/2015 08:35:00 PM,ROBBERY,FELONY,-73.916482969,40.849889158
9df8f35b,02/15/2015 08:40:00 PM,GRAND LARCENY,FELONY,-73.97881799,40.742741275
6cec45b,02/15/2015 08:45:00 PM,GRAND LARCENY,FELONY,-73.883397858,40.664787691
39b1f7dc,02/15/2015 08:45:00 PM,FELONY ASSAULT,FELONY,-73.916616065,40.810033244
83419f36,02/15/2015 08:46:00 PM,GRAND LARCENY,FELONY,-73.985961646,40.733684683
2eefc106,02/15/2015 08:50:00 PM,GRAND LARCENY,FELONY,-73.920484455,40.867910951
682b6442,02/15/2015 08:55:00 PM,GRAND LARCENY,FELONY,-73.915513131,40.839395431
a6acbe2,02/15/2015 09:00:00 PM,ROBBERY,FELONY,-74.076090504,40.627421167
47866529,02/15/2015 09:00:00 PM,ROBBERY,FELONY,-73.911899013,40.651165991
61acd295,02/15/2015 09:00:00 PM,GRAND LARCENY,FELONY,-73.990217852,40.744307316
5acb3cd7,02/15/2015 09:00:00 PM,FELONY ASSAULT,FELONY,-73.862895877,40.855590823
495ce264,02/15/2015 09:15:00 PM,FELONY ASSAULT,FELONY,-74.146924829,40.628013961
2f733b4b,02/15/2015 10:00:00 PM,ROBBERY,FELONY,-73.958821762,40.661076321
7493f2f4,02/15/2015 10:00:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.863360523,40.671644058
720b77d9,02/15/2015 10:00:00 PM,FELONY ASSAULT,FELONY,-73.827271977,40.689601286
43427905,02/15/2015 10:29:00 PM,ROBBERY,FELONY,-73.920307802,40.864468978
a972aa8e,02/15/2015 10:30:00 PM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.891406262,40.729555629
f1db9e70,02/15/2015 10:45:00 PM,GRAND LARCENY,FELONY,-73.961880681,40.713593088
273b4608,02/15/2015 11:00:00 PM,FELONY ASSAULT,FELONY,-73.927663555,40.865876364
da0679e8,02/15/2015 11:30:00 PM,FELONY ASSAULT,FELONY,-73.923261365,40.695444641
e946e5c7,02/15/2015 11:30:00 PM,ROBBERY,FELONY,-73.91339092,40.670655072
94d4b6cc,02/15/2015 11:48:00 PM,GRAND LARCENY,FELONY,-73.984788648,40.766651704
681f0762,02/15/2015 11:50:00 PM,FELONY ASSAULT,FELONY,-73.921204218,40.702909021
55f2f5a,02/15/2015 11:50:00 PM,FELONY ASSAULT,FELONY,-73.998716881,40.734791668
56d2af32,04/16/2015 12:00:00 AM,FELONY ASSAULT,FELONY,-73.927924622,40.661686922
d94b2308,04/16/2015 12:00:00 AM,GRAND LARCENY,FELONY,-73.963903684,40.808012927
77809701,04/16/2015 12:00:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-74.152030183,40.620332876
245c412b,04/16/2015 12:01:00 AM,GRAND LARCENY,FELONY,-73.955987448,40.728599331
3c539ea5,04/16/2015 12:01:00 AM,GRAND LARCENY,FELONY,-73.921597996,40.745285626
18b23732,04/16/2015 12:01:00 AM,GRAND LARCENY,FELONY,-73.986167723,40.749121191
2e44f7e0,04/16/2015 12:01:00 AM,GRAND LARCENY,FELONY,-73.867386534,40.898621903
154f8c3f,04/16/2015 12:05:00 AM,ROBBERY,FELONY,-73.9192333,40.704318465
8d767e79,04/16/2015 12:20:00 AM,ROBBERY,FELONY,-73.860234773,40.848967396
db640737,04/16/2015 12:20:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.955274248,40.742962354
13dc203c,04/16/2015 12:48:00 AM,FELONY ASSAULT,FELONY,-73.953846969,40.823722867
96517d23,04/16/2015 12:50:00 AM,ROBBERY,FELONY,-74.0024806,40.644030329
6e2a1382,04/16/2015 12:50:00 AM,FELONY ASSAULT,FELONY,-73.885610014,40.835647821
9c670de7,04/16/2015 01:00:00 AM,GRAND LARCENY,FELONY,-73.790714197,40.715250905
282fa58f,04/16/2015 01:10:00 AM,GRAND LARCENY,FELONY,-73.9192333,40.704318465
78f6d8b9,04/16/2015 01:30:00 AM,ROBBERY,FELONY,-73.863681172,40.860460858
dbc77737,04/16/2015 01:30:00 AM,GRAND LARCENY,FELONY,-73.811020132,40.72906475
63dcc8e6,04/16/2015 01:45:00 AM,BURGLARY,FELONY,-73.806713561,40.698719675
abe1acca,04/16/2015 01:45:00 AM,FELONY ASSAULT,FELONY,-73.861928724,40.750318325
77be257,04/16/2015 01:51:00 AM,BURGLARY,FELONY,-73.849050091,40.884587751
5eef594c,04/16/2015 02:00:00 AM,GRAND LARCENY,FELONY,-73.791893302,40.715404005
d83d2970,04/16/2015 02:17:00 AM,BURGLARY,FELONY,-73.939170927,40.688663587
777c5f7c,04/16/2015 02:30:00 AM,GRAND LARCENY,FELONY,-73.925311964,40.622591256
1c0d7be3,04/16/2015 03:00:00 AM,GRAND LARCENY,FELONY,-73.915129569,40.65845582
60b219ca,04/16/2015 03:00:00 AM,ROBBERY,FELONY,-74.0038266,40.740308565
d2290ef4,04/16/2015 03:00:00 AM,ROBBERY,FELONY,-73.830159744,40.763434197
f26e9a8,04/16/2015 03:15:00 AM,GRAND LARCENY,FELONY,-73.867362321,40.865438548
f4135fb1,04/16/2015 03:22:00 AM,GRAND LARCENY,FELONY,-73.977678083,40.752128103
2ccd430a,04/16/2015 04:00:00 AM,ROBBERY,FELONY,-73.919799399,40.83335738
9fc948ea,04/16/2015 04:08:00 AM,GRAND LARCENY,FELONY,-73.964077066,40.767868519
612f7afc,04/16/2015 04:15:00 AM,ROBBERY,FELONY,-73.984267981,40.693687793
3246c018,04/16/2015 04:18:00 AM,ROBBERY,FELONY,-73.86905018,40.841846984
b75ac7de,04/16/2015 04:57:00 AM,FELONY ASSAULT,FELONY,-73.953472135,40.817217733
bc8663f6,04/16/2015 05:00:00 AM,BURGLARY,FELONY,-73.99244324,40.691882561
2add9f97,04/16/2015 05:20:00 AM,GRAND LARCENY,FELONY,-74.012224762,40.64672234
a67c9a4e,04/16/2015 05:20:00 AM,ROBBERY,FELONY,-74.001415857,40.732055146
a59d6a37,04/16/2015 05:40:00 AM,FELONY ASSAULT,FELONY,-74.010837324,40.646338209
efaf6220,04/16/2015 06:00:00 AM,BURGLARY,FELONY,-73.895835753,40.67954183
c4137cda,04/16/2015 06:10:00 AM,ROBBERY,FELONY,-73.878874593,40.827313476
6d77bda0,04/16/2015 06:20:00 AM,FELONY ASSAULT,FELONY,-73.955338249,40.690551165
d24703c1,04/16/2015 06:20:00 AM,FELONY ASSAULT,FELONY,-73.955338249,40.690551165
2d7e8498,04/16/2015 06:40:00 AM,GRAND LARCENY OF MOTOR VEHICLE,FELONY,-73.926684693,40.691222671
202ca87,04/16/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.895708082,40.671268956
9c210f75,04/16/2015 07:00:00 AM,BURGLARY,FELONY,-73.94451783,40.693667261
a76f502f,04/16/2015 07:00:00 AM,FELONY ASSAULT,FELONY,-73.912569717,40.70036662
d9045f6a,04/16/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.985036397,40.740505278
3976577d,04/16/2015 07:00:00 AM,GRAND LARCENY,FELONY,-73.964174411,40.754682799
c923f07f,04/16/2015 07:20:00 AM,GRAND LARCENY,FELONY,-73.801896558,40.701977765
434a1e47,04/16/2015 07:30:00 AM,GRAND LARCENY,FELONY,-73.984195143,40.727138212
7947f8e1,04/16/2015 07:30:00 AM,BURGLARY,FELONY,-73.904437269,40.828578104
2311b114,04/16/2015 07:40:00 AM,BURGLARY,FELONY,-73.940078444,40.68593576
67fe948c,04/16/2015 07:45:00 AM,FELONY ASSAULT,FELONY,-73.902995843,40.838265741
6e1141cb,04/16/2015 07:50:00 AM,ROBBERY,FELONY,-73.891432203,40.746853098
990be5ff,04/16/2015 08:00:00 AM,BURGLARY,FELONY,-73.761253693,40.598364294
9a876f90,04/16/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.886898435,40.730360993
1dfab2d9,04/16/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.877672735,40.844247093
5cf4944a,04/16/2015 08:00:00 AM,GRAND LARCENY,FELONY,-73.983166014,40.716309992
d8c5de8e,04/16/2015 08:00:00 AM,ROBBERY,FELONY,-73.873359419,40.742503425
9bc5eee2,04/16/2015 08:30:00 AM,BURGLARY,FELONY,-74.040349642,40.621222314
224abcac,04/16/2015 08:30:00 AM,GRAND LARCENY,FELONY,-73.983462089,40.744284586
d121ffaa,04/16/2015 08:40:00 AM,GRAND LARCENY,FELONY,-73.885979801,40.748502915
2d7ab8c1,04/16/2015 08:50:00 AM,GRAND LARCENY,FELONY,-74.006007322,40.752569268
30b25809,04/16/2015 09:00:00 AM,FELONY ASSAULT,FELONY,-73.758957148,40.667945639
20bfc17e,04/16/2015 09:00:00 AM,BURGLARY,FELONY,-73.994838989,40.720977198
a63d8f36,04/16/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.978680519,40.755076151
cd4d7051,04/16/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.924438549,40.837260749
af949079,04/16/2015 09:00:00 AM,GRAND LARCENY,FELONY,-73.834120981,40.84847718
e18b14d5,04/16/2015 09:15:00 AM,ROBBERY,FELONY,-73.948223153,40.682000963
e5fdef51,04/16/2015 09:20:00 AM,BURGLARY,FELONY,-73.894478795,40.646213459
767f114f,04/16/2015 09:40:00 AM,GRAND LARCENY,FELONY,-73.974934209,40.677579817
9c34b5fd,04/16/2015 10:00:00 AM,BURGLARY,FELONY,-73.762578698,40.709805587
ff1a609e,04/16/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.871395779,40.722184551
f75de98a,04/16/2015 10:00:00 AM,GRAND LARCENY,FELONY,-73.98339786,40.755837222
381a327e,04/16/2015 10:00:00 AM,FELONY ASSAULT,FELONY,-73.960512465,40.812861741
4a3a495b,04/16/2015 10:00:00 AM,BURGLARY,FELONY,-73.941319728,40.816004512
84cbbfa0,04/16/2015 10:08:00 AM,BURGLARY,FELONY,-73.877777579,40.822591402
2137c8b,04/16/2015 10:15:00 AM,BURGLARY,FELONY,-73.990488846,40.666141926
a80f18f0,04/16/2015 10:30:00 AM,ROBBERY,FELONY,-73.869600071,40.673781247
