lsoa,rate_2014,rate_2015,rate_2016,rate_2017,rate_2018
E01005168,315.2795888021727,319.2749593969071,356.6849181632191,413.35615011744557,407.9904239721672
E01005169,258.1933226247824,293.2007264460868,323.7373796628143,371.4628965375459,365.20513935527606
E01005170,260.47686622675593,294.5314851667136,322.47401173838034,363.35198527706643,360.61417636502506
E01005171,278.9029558627886,298.3812917200232,330.16588011047287,370.2097543233031,373.5757368218242
E01005172,271.9353418896539,305.97696432259534,347.2388251421266,432.18108292602307,440.17752779889713
E01005173,263.00224651887936,290.7966623572395,341.9952113236924,400.3650978244426,400.05840844999517
E01005174,280.1380603258546,302.9117702462504,355.816095229851,465.038045419074,487.8272593644901
E01005175,309.215542478958,314.6602538041131,364.1956944714198,448.5756595090691,448.754787751774
E01005176,273.1050544867241,294.4217373492057,344.0986132979439,429.85626106436587,429.9634664255316
E01005177,252.89483890243608,287.30226164544445,326.2766507307775,372.9831973090199,373.3142238634405
E01005178,349.3466509576993,345.01402517037764,342.09436447580663,318.22735827923253,301.5298794664904
E01005179,254.86859187193642,282.0669799655988,333.4933977264696,336.1199843686825,322.99198035397103
E01005180,306.9909979863813,320.93775200605967,327.1594139808263,308.895591725313,305.58807510548115
E01005181,281.12929784674355,299.77741270034005,321.4807712797892,340.55209908584135,338.18764875308784
E01005182,336.75936274052793,336.8620146724204,346.77204320323636,321.9471783985595,310.08267560947974
E01005183,422.5428858983506,416.94612078357494,414.98482685684365,383.45412876535124,370.15505408750295
E01005184,290.09828606972405,325.7261396974219,334.42342168343936,316.6167666049139,327.75816641565063
E01005185,229.98625507686344,243.4869219054414,278.27278555719374,283.5172024219257,258.06300878293433
E01005186,509.77756808197,606.3129022192752,639.8495583992793,606.9743793424911,584.85612670519
E01005187,371.8334845041812,442.2046936248061,480.19016204933473,484.37791008528825,486.02919744683334
E01005188,381.9738386302414,456.6593445278355,500.74282135436613,514.8170509227059,515.7381203909978
E01005189,470.2932523197164,610.6123785528309,622.0407328516969,615.2933326914274,604.0820244321252
E01005190,419.57996559084535,535.9164640482774,559.0422750099765,562.7070679887402,567.6077497235791
E01005191,442.51243207200366,574.9046441094993,584.780494054658,589.8234400771447,588.051887805764
E01005192,467.12758564540854,581.3770941474654,602.0297283794564,560.1575095608131,575.4385272080345
E01005193,473.0148433556063,597.656429707883,602.0851177986494,543.5554014284414,574.5327646687075
E01005194,240.86100478452266,248.68882266189146,247.99236172311498,241.83457974001985,231.27152014425351
E01005195,547.6511629514638,692.9388713263507,692.3650452120821,577.8184677357445,531.5693525236181
E01005196,491.69694939568444,603.3602726014957,612.1064931039483,550.0585533111449,514.791214989475
E01005197,494.5050158771714,625.0801220407376,652.7843902444754,594.0260886439814,569.8099862258041
E01005198,435.05212638465974,525.2781434108583,509.2424648833221,432.1486491628916,399.77369177136904
E01005199,287.21644411868846,302.9008646128841,299.09693248002156,289.25128165727006,270.5248002557707
E01005200,301.6979659502647,322.68084930071046,318.43386368173583,302.55802363771414,278.93797795679137
E01005201,526.5542245020332,680.6160715904834,677.0706990780166,579.0973593634054,535.1418564775815
E01005202,591.4640360592522,712.4982106052045,716.51689517738,834.8857684112128,747.0703320984561
E01005203,543.7765843540398,661.3931193964411,679.7859392462558,788.3107157217056,689.5816942841394
E01005205,628.3863762769765,711.0516993407399,721.9089429455001,992.8916807334967,796.6651629776101
E01005206,654.2684204734239,673.9831644267365,717.290641819579,1025.5881168681178,769.4338340943613
E01005207,631.796071996144,669.7409864704152,671.4231108620919,947.4305559846398,760.597839022577
E01005208,224.74586486383174,268.82945529991866,237.9377596068802,193.37273814150095,175.3020859118995
E01005209,226.8310469861839,219.64175727503726,224.8431271929697,197.89706260540711,171.6553883673048
E01005210,244.0894818894919,257.9049525815853,248.78279299928482,197.39654331060507,157.90337161121403
E01005212,235.21119538436986,269.6290330750216,236.19272472615026,187.82329817180295,162.63077571894416
E01005213,259.1136066205225,276.05001801215934,271.41478031117333,219.13347527671897,182.56942777838046
E01005214,234.05962735770123,279.2282773625976,250.96894887156952,204.46981634166494,184.35797910009987
E01005215,311.3169328254556,322.59851528784947,318.67638780466103,312.4909899561988,271.2400275256801
E01005216,314.1069827237305,328.2229251897451,318.55495719548003,304.94220118106125,280.0366542456591
E01005217,356.3263303700055,356.24338266830824,343.06705324256177,344.8654688984116,320.20502498275226
E01005218,284.177009490676,294.4721063862876,291.9873437167641,267.9539711967357,252.6115344210029
E01005219,294.25545139677564,309.8993324008358,303.7509723452604,284.01379831140486,266.57689333653474
E01005220,301.1248613919493,317.71849620358364,313.7244049907252,303.7684375590112,281.3853314126169
E01005221,298.8552924542792,313.7558082435386,311.3966658252496,296.55447161528053,281.88850863278464
E01005222,302.65438893961095,321.7949791397879,317.77734837044045,311.52838889623524,284.1093778441985
E01005223,600.3448471434597,633.3887578689204,647.1091508542968,835.3654837118894,758.8558802373773
E01005224,591.2881895474856,626.9769944075044,628.9653286735954,709.0649023615606,715.5324031910113
E01005225,762.0270885246738,796.1209979672615,800.8813720771628,884.2626014723338,896.6704328703629
E01005226,614.3510243159443,641.4809214165012,650.0706462253803,736.3962801917418,762.9997873772386
E01005227,596.5176307536522,671.4326083675659,672.0450371342761,778.386877756415,719.0681793055523
E01005228,732.4139348747993,794.961051918412,806.8071082858045,871.8871940897093,862.7280882931431
E01005229,669.7187556528398,716.5042428989123,728.9928283823773,899.194993326053,838.5927086308504
E01005230,216.31464820852295,226.34502029234403,206.60972517678726,199.7139805714662,222.0595625697013
E01005231,265.43549943688066,278.5367708700502,245.03599092684306,215.91748400465528,256.0694977595273
E01005232,243.30232499042026,266.45510512629204,257.46095051818196,245.69506052225694,251.8609892546133
E01005233,196.64495378742578,204.17115790850607,193.41434742412352,187.7506480240727,194.82863548716958
E01005234,203.93474595650946,211.75788854386894,200.64159083740915,195.87923488535105,204.35404740654104
E01005235,338.12411496013397,382.92487528331304,373.2763490349981,330.33656148500353,323.6994946338179
E01005236,209.41541121856386,209.05209349479415,202.3559811863286,198.10070690481575,217.4182272146822
E01005237,209.4566465494563,211.32571783430816,199.31406087673722,194.27270910064462,204.95600947612408
E01005238,230.70018342861056,242.19633035140114,227.0581733405284,216.43844527131887,214.41651967399287
E01005239,247.3030413965719,263.33925708515403,237.55266839428853,228.11869724085665,232.13725114688955
E01005240,234.45656020808474,247.67267079728072,282.2560205261266,268.8398589671276,257.54782310112864
E01005241,250.27305705249822,259.0244774948128,264.8434975390765,244.21390227440457,230.49356667704924
E01005242,230.86313202622188,216.8705042316755,223.89912129348727,205.5346691521868,189.65985139202044
E01005243,217.8685695704868,269.22070834077687,318.4020872423605,294.4757211269929,286.4604200502923
E01005244,220.4654808691501,206.8381886064435,212.37060942336225,194.69542928740756,181.12582423600674
E01005245,224.89049070395183,242.839830479417,288.18148364833314,271.6508406358509,257.0851204960158
E01005246,230.59145572344744,220.87656483495618,258.2878702629438,248.84862165306924,226.32198310936772
E01005247,803.5513756035333,764.7648336642619,799.9187188466425,767.8496695395751,688.6605104760371
E01005248,754.2788891824815,770.0009313124773,791.9934974713933,805.6045753560228,761.5212847537819
E01005249,738.5185029206016,769.9811706487268,784.0417341119299,851.37352610234,792.0335380182952
E01005250,731.3257923665133,747.6568943248933,761.1774252268021,813.369965080718,750.032893225387
E01005251,713.5115196034237,735.8704213589745,758.7684395546057,817.0978284660885,746.954606620842
E01005252,701.1062796699408,775.4091437006427,804.1128191833675,934.0458939187284,837.5137402149629
E01005253,765.9403165307529,749.7574799588019,769.0899414813604,763.9914187836682,702.0922344821089
E01005254,784.9592795124707,759.905196118167,804.4190720585271,760.0516899399123,691.911417097969
E01005255,653.0348907064559,662.828186341092,700.8628364836562,667.0746389839132,690.7181559477176
E01005256,660.2718324160461,707.3051505679692,721.2340129502151,693.2040415656003,685.1927135032468
E01005257,679.0130362871147,743.1621232414024,743.4242679119468,725.8224742980304,738.9149465608017
E01005258,671.0382822170407,635.2499128171337,696.5296172100196,657.1700127360062,721.8480529010063
E01005259,663.0499412182385,652.6256426302897,701.8550740091973,663.4809084016857,687.6704976629202
E01005260,670.535574190404,671.3640494211812,712.7138029238026,682.2312677387087,738.5669234674591
E01005261,670.4427235756228,688.5818544520313,721.3993805270507,692.3840414220698,714.3303186005915
E01005262,621.3723594557662,701.2161047660044,742.8633392629574,706.8576142548955,580.0767010084776
E01005263,728.7983325899298,821.3990486001355,881.9173333877933,919.5723954618579,907.4211548261991
E01005264,694.0687961850299,804.2859485009582,849.6817351730456,846.7958021655177,747.6414698698374
E01005265,702.312514376687,788.0154959538054,809.8092796189927,785.812390249377,680.4157276675702
E01005266,561.5028736535817,623.1882229451622,677.9621265691158,655.8687162907518,555.988550698495
E01005267,712.529171524669,778.4990359019034,811.2487453135266,853.7098719333321,844.007930882721
E01005268,706.5029464029931,783.8831677382468,832.4336479054134,873.7256181218269,860.8034074446366
E01005269,735.1309001547801,833.0006955600777,891.9375455523075,907.7724232509934,887.6057537532657
E01005270,400.42901668767024,445.87467122210387,449.35583884187895,446.728067395499,403.38429388992785
E01005271,271.0904707259149,312.50643240039614,322.3125182099434,313.46609160516493,325.85795533434384
E01005272,388.451460232552,447.77655554919676,459.8337951350471,470.73249701329917,417.42218655565773
E01005273,310.66589470972775,353.04334519004175,363.31120889817987,373.54075507163884,351.9847299659711
E01005274,353.01774051950696,409.69581091671364,423.7928114119519,439.7824743741908,395.3422909146335
E01005275,320.31561642938135,359.24146048991986,394.765484438059,448.00253571818996,438.2688187657401
E01005276,321.11793652932744,368.43969358433486,394.60224212973094,440.2092756159872,416.1135760146953
E01005277,288.3968416909414,315.82000594103357,365.35945194637657,444.88244792866,449.07166487759366
E01005278,325.50582497647844,351.7190640752825,351.6355964831634,343.49472983254077,352.4948390041734
E01005279,450.70058411999963,450.28632321152753,448.9532035154148,442.4818785624603,407.5620264627228
E01005280,226.3252906081503,229.56252325184653,224.32082063004665,213.7381182368166,232.49938953721644
E01005281,226.33724206993952,230.91056338795528,250.2650164093555,241.71179538560474,222.28674908084213
E01005282,269.5842837341601,280.2810636847629,265.925475479535,240.74656945323895,228.6810330039494
E01005283,243.75320702614783,284.16331631345713,300.2151502066102,285.0332490157303,297.4107752903093
E01005284,237.893535246481,232.59457495564143,214.9868431679995,188.2651491691597,189.03728315749902
E01005285,229.3675320146438,211.84886196577932,210.9605605715125,191.63812933794824,174.8749496239583
E01005286,245.42840012014827,247.08437841190843,230.87643148402114,210.0924709993835,220.33939601675237
E01005287,214.48224455718773,212.94749440984907,212.71891339785603,208.6465905740371,217.01003323895844
E01005288,227.68757227670045,224.90907199178537,216.51544710257096,195.79531731801112,183.04158148534327
E01005289,957.4729031630374,1018.4412873137999,1115.1730861929111,1186.0413123547876,1099.8474970796306
E01005290,903.7411775580888,987.9654418020973,1072.6431352503134,1118.0624301119926,1018.1957687779848
E01005291,949.8599480315769,1046.3880736122092,1185.4204761949275,1220.5288505738774,1098.4018882309026
E01005292,888.6109828661499,964.250534603282,1044.7877259823406,1050.1312794256498,955.9353745238831
E01005293,863.3934256467437,955.9523327039574,1073.8166780159968,1104.8920798265285,1003.4913855492006
E01005294,803.2836027642245,889.8557738385825,973.5622229462018,977.0776832881301,877.6674136326493
E01005295,781.4783423833289,859.4652324964653,959.3712238254745,1049.2413063986749,1031.2692199453656
E01005296,281.7949161937555,290.748252408699,314.0689115669279,311.38552872229013,296.83507635973405
E01005297,259.78780079152097,284.743832166385,333.4065437269699,324.2278595292208,308.1652907522419
E01005298,275.69026581848584,293.9175146640855,331.501013502492,323.66389434801357,297.88475588137885
E01005299,278.94248527267644,278.9295420632203,300.7913756655349,307.42957312440535,300.2895540711507
E01005300,291.50893559359093,287.3463898331009,306.5364146804102,324.6269775618474,328.5177977837185
E01005301,296.01253448359125,287.6230770952553,313.2180905985677,330.48041933804956,330.49859396543934
E01005302,260.98842002502124,309.5057984919269,354.60822989634875,333.4930793058567,310.7882165654076
E01005304,324.75228238913655,356.52448791596333,383.89015335099555,398.6630435681904,386.7529681530482
E01005305,442.9283940464855,452.5739004267034,462.96241067712634,511.63862212154044,454.4092546018586
E01005306,300.08352803414294,323.5129351069082,371.1675863295952,460.3602213396113,471.6472582254374
E01005307,347.69526040332585,375.50387766353236,412.5629233846377,458.5759408047746,420.1137942347209
E01005308,463.48670728594226,466.7319075174072,475.083152295077,534.8031717735895,468.9406910069317
E01005309,278.09193339312213,318.1150725341556,337.3030152427576,332.44828783456364,340.3159045444486
E01005310,292.3781932818586,321.6956737814985,334.70523199149,324.24145784074847,374.5225655287081
E01005311,356.8381367766083,363.39056049742845,368.1419085408618,381.6994946169778,413.065673309943
E01005312,280.2750536770584,300.10134867604256,318.15664542799544,327.2166099116344,355.26426802529386
E01005313,979.0925914317585,1091.5127779901766,1255.1977025350072,1276.308331049956,1154.957000530351
E01005314,1009.6241235870734,1120.937460922893,1259.8960247507669,1293.302218704015,1205.3873215066237
E01005315,972.9159339816707,1116.3721274777643,1297.2770816114532,1319.955120299867,1182.0032278661388
E01005316,918.7189690535438,1010.426660844142,1198.61717478397,1195.9480637900285,1063.8124466619531
E01005317,886.811730046543,974.4730663342076,1093.9779855371287,1122.3472093618561,1043.8179741349688
E01005318,1005.927504115733,1124.7630938059767,1261.1704308111473,1290.674056126199,1202.6666365737794
E01005319,967.4130051702651,1061.8371574045736,1248.3947020570606,1258.7695601236303,1114.075853279842
E01005320,472.46064332908696,469.66661405087314,458.1662030319536,449.05121123633154,387.49222980029833
E01005321,319.0185059460524,389.0859361307362,365.41029816436196,430.63596341167494,390.0549416846043
E01005322,563.6897782701816,561.3675613723595,547.3905794806452,525.949071586351,458.3236522362943
E01005323,732.4298672812532,736.3065993260204,788.2161946731701,686.9123759307427,555.1369943867987
E01005324,857.3973333051184,841.9549109144216,929.9507604058921,764.9032210150431,584.9515399521742
E01005325,846.4477995010545,800.5223120485997,852.3531390704652,725.0898436614336,562.3248973587272
E01005326,294.65550375233823,358.2283692622027,346.05324265847554,411.103106492699,361.4192742976618
E01005327,500.3285505033811,558.4745263486633,586.7042670120023,594.5861866269953,601.2064816483424
E01005328,469.93009089033376,525.9833233824108,537.1389622562841,533.6467839202968,519.5925167368489
E01005329,571.6077786319524,633.5492475700262,659.1050521271547,655.5297892319435,654.4005327566397
E01005330,528.5983399882301,588.7819478322177,627.411018646723,629.8600774270568,621.6649364552467
E01005331,484.11149676671175,529.3103427887575,551.7576508325824,545.6115542324562,520.7071502250726
E01005332,436.91335742957676,494.75832075918817,544.736097889396,547.7379155693235,523.7587544598641
E01005333,587.1419933519486,650.392007573472,667.6811113727563,674.9284062507382,680.7283564339591
E01005334,553.2078963831331,620.160732597397,638.4067440598276,648.7374228956468,664.6022836529988
E01005335,576.2609376236757,636.1171996295823,658.2633072335973,681.2584627715573,682.6960837097281
E01005336,554.3993319962482,626.0778691224481,649.366206536898,659.5121744747967,667.8435290040395
E01005337,418.18866351078776,454.30335425267066,454.58055105327145,462.8542240893644,445.9709901727429
E01005338,443.2188682346488,483.6556455212681,491.7428485643997,494.1304743197747,488.7044007304109
E01005339,550.3894663497856,622.0157214770337,639.7042793354229,646.8303967511671,649.99673761828
E01005340,492.5131448587993,561.2338610439838,578.5106328140813,579.5598189291151,571.5502669279402
E01005341,476.58355505317274,525.63892623698,579.8342514811756,577.847608649418,550.4392512187749
E01005342,465.94153726437435,506.3378420848285,525.9292714797069,522.8282722965456,485.8525259286164
E01005343,470.64948363659505,522.4396696219784,568.2140552547762,571.1523608370973,542.6791337625446
E01005344,461.27269024679623,503.34601739438403,538.8031937334943,539.0876816574546,507.566985635847
E01005345,616.8741791904015,630.7972736171589,670.1750627740762,676.0844004823587,629.4545556329841
E01005346,624.6499148507418,638.8139238904181,681.3344606083947,672.7865064071636,635.4508256035417
E01005347,541.1053322599554,572.8661872603082,610.6757187441244,607.830445861162,572.5406562253442
E01005348,394.31390300756203,490.3507862151027,473.17690182951395,483.60808259902893,455.64964630304604
E01005349,265.51639887388734,327.23129256541,300.5787983938568,314.2095805592801,255.85347285207357
E01005350,417.55569335640706,510.7907029734781,535.0562194685504,527.3840201590655,502.79343793452597
E01005351,298.60892545655827,329.82623168105505,322.4859184662975,337.8303425121151,297.2383627011451
E01005352,324.0289165410043,354.46954222652283,365.6878057841988,372.5492007489652,342.42841517880305
E01005353,279.80417948961195,309.178151941073,313.21919326919215,318.5983948618054,259.0325036036884
E01005354,364.93880084002933,441.4082611273948,414.6685499608379,437.4492517851781,394.80414277383466
E01005355,507.135737653925,567.3221916722327,606.046248147043,593.3133367286982,550.8437479823376
E01005356,531.122783279745,576.6415293854849,603.6162867878652,593.0262042918507,553.930015059903
E01005357,619.7229216352796,674.4500330532277,698.129599287505,679.2007529000265,644.803072091505
E01005358,542.6555062541265,605.1420415281588,636.8330459456103,629.7010902748176,592.674227212838
E01005359,587.5591220858632,635.8939842057969,654.8590194568752,652.1551983780787,614.6366031726683
E01005360,574.2985308898839,624.8273438163353,644.2248491344502,629.3840278152558,585.8504633014735
E01005361,596.2987840039076,659.1265413158587,677.744376420326,661.6211424662006,619.1266016079863
E01005362,516.3101654515406,553.7873211743201,595.5924925905178,613.1633165262994,599.6498173606184
E01005363,509.625284586063,541.4281289930077,584.7843537977966,606.0532211993051,599.3117891233838
E01005364,500.1599311550188,542.9539650854293,601.1344167122778,609.6672799470067,601.5101850462609
E01005365,505.6569069226826,546.7930578480865,595.6485425470299,608.9583806502515,601.145800314209
E01005366,499.5398213313766,537.9273876687998,592.7677468369654,605.1637535319303,593.339034511614
E01005367,501.12355972658906,541.8740951481878,599.3534972229724,604.447001998109,605.9271884730307
E01005368,507.8030926561724,544.9071749855786,582.0651451383468,600.1340274516566,593.3832238345907
E01005369,521.2572566651804,545.8838366931349,578.8416407766152,602.6639247956948,584.4798062212254
E01005370,534.085467705643,556.3723940927335,599.2070021892038,612.7179883945453,613.2208916068399
E01005371,514.4585116044753,542.4550293827766,581.7092716988232,602.0036780805025,589.4234887319452
E01005372,511.6166535352943,546.4545181133793,600.1538609539919,610.6956444328912,605.4377875942554
E01005373,524.0195743050963,558.9510771158583,622.6993624849943,619.1159425301694,620.2402103711562
E01005374,545.5031877546907,568.3014678598292,618.9398578343823,619.8374004579499,626.3468509087147
E01005375,536.3360462116162,559.8806767631883,617.6657788927132,610.7691840911073,630.7090047031779
E01005376,548.7825486502362,538.3483561108707,449.1641254238893,604.888635112777,575.2107718998468
E01005377,373.9308400022115,411.65892508942665,388.41939712711223,472.0483121520314,448.07683031425154
E01005378,504.683733205656,522.793412747743,448.3183455307632,580.1478478193666,558.4921864905704
E01005379,474.54274034201904,499.9453576722173,427.3477200122982,550.8426436776714,524.7565058596535
E01005380,428.25115237711594,468.513197047053,453.6923815608435,522.6766569397544,492.9763245983443
E01005381,419.50502780258546,433.7014222851797,427.3094230362731,462.3063467160279,451.6762168845836
E01005382,475.02322136302496,515.4925181967598,430.67832184129753,574.8340775671279,559.97241425707
E01005383,357.5451057216917,438.5788303704624,416.56973677810856,473.4307527932884,437.8713749667874
E01005386,381.0519774144124,478.7241314952755,472.1600298653889,521.9562389354531,479.67107922777586
E01005387,474.6697910838084,573.6375825758877,647.3610751804896,672.6055643183347,578.9404153804718
E01005388,481.34903170127353,554.0072185701408,636.9290411959782,660.049376003899,570.5625015801681
E01005389,436.6303523577715,508.3131522729635,538.840972161811,580.348677119241,522.8041437155833
E01005390,548.6360191112598,568.7751366916632,595.7579776796401,583.1609810386227,547.9985960946524
E01005391,534.744657656706,550.6912509572114,584.2630004308004,583.0666671034926,542.2302625721592
E01005392,545.4933177664122,566.8768850810604,588.803091177562,589.2073909413799,535.6339474662822
E01005393,535.1708709563156,557.9620263152867,584.4973137202606,582.2060105590978,547.5578985824103
E01005394,643.5648180754577,668.7700843055925,655.9748520584111,633.9527481504286,584.7579465787516
E01005395,573.3813348400032,589.2753907953895,602.5517780586147,587.1763170774934,543.5621666635245
E01005396,550.8928089291572,577.2277878070084,604.834675897967,596.4783910119022,554.2603821545792
E01005397,519.3414531152137,582.830231607538,624.81549225334,604.6424906916413,564.6154560838359
E01005398,517.731913039014,549.6559332543401,576.4701905691361,569.6783192239272,526.2134155267419
E01005399,515.6694220797569,550.3099828466276,583.6192568370079,572.9748754452249,533.0261263390248
E01005400,528.6448282871111,553.7720170404804,582.8298091041582,578.2904121024301,533.0892458649057
E01005401,517.616182034721,555.821005924622,578.1519713304531,568.4151865197676,537.5172649300752
E01005402,493.66959710432843,546.0837357207989,555.7674793140471,548.171335080748,504.4650373791655
E01005403,548.3813407968812,565.9794892254884,596.9547961085059,584.066218107239,545.9811083438201
E01005406,607.3015921121222,528.4290019445567,562.8945470064924,550.3276285572659,519.0902099468087
E01005407,650.0787012352218,516.4459880685874,516.9020782332523,523.0143584999203,513.9891971477808
E01005408,633.4364218556492,525.5824489332845,526.4966372178735,525.529772938468,517.559983054257
E01005409,642.0711345582753,512.4053136901478,506.3311276972279,513.4900505868359,514.2303488466973
E01005410,711.9749273509249,490.18356826495346,462.54887857092746,474.01356120588156,500.0603741666623
E01005411,713.2875180260272,481.04205992816986,458.5506862512132,466.13099676019306,494.2559823924137
E01005412,715.0821274063825,483.56903921298476,460.26558447308946,469.761279849709,496.38829524327525
E01005413,542.4865778852882,559.0144740651496,627.7289289360295,616.9404027875097,544.3160658747821
E01005414,701.6646695724334,593.6860722426204,618.05153466856,685.6431655876454,600.0367291158535
E01005415,705.9099560433549,498.9404305439935,476.2764676124208,469.84851756428645,497.88926011583476
E01005416,686.306322861985,499.3129468701854,485.4336481231628,493.55831923531025,503.49123403044905
E01005417,506.95560340280565,560.3844542160145,610.4219979038118,634.1923275618952,566.9453828170917
E01005418,490.7040954025401,558.2630302633099,630.7069908815181,649.664697716527,560.9387095661698
E01005419,494.3641443546085,549.2549387658817,629.2525927955577,652.5832689556355,563.7384611522955
E01005420,506.3925919070507,545.0063737422964,608.4104541320726,629.4905011814308,555.1620794246634
E01005421,516.2924094051446,915.1162567682596,1064.1941212852007,1192.274555912977,881.8282026324981
E01005422,476.45106406892813,752.5384549096489,890.5083986409992,972.5674085316499,743.7649013640058
E01005427,297.6388695184952,355.16236555721184,349.11879690352623,414.8265852353991,378.6094744150008
E01005428,356.5559247244282,441.44646290474554,402.14066420997744,450.1235591503766,416.3232390740226
E01005429,305.5035024892625,392.208066321866,369.5095843635931,435.7994398698786,397.71788914753876
E01005430,317.82105707785723,401.92603050999094,375.4701966914157,438.76308334823494,400.48282868221656
E01005431,401.52258494093815,475.7358362439023,465.4145078910853,512.4800771231696,473.73358883394684
E01005432,447.28328652691096,542.3266633772311,554.3185104064228,575.6286595034138,570.2383150926898
E01005433,437.2849989539417,540.8502425161254,562.3713416872234,545.7963493181585,525.8029824470381
E01005434,379.3239405001915,395.58003347721984,382.81244505723214,390.7517567665898,347.4281423816731
E01005435,248.4247982404121,274.6889525253803,326.1896137608533,280.963477296865,231.53946871155247
E01005436,347.097653220289,377.7397567462077,399.0215194069389,387.01002131819723,336.5281186777968
E01005437,295.79548146141707,321.9981891020983,354.6537223388371,319.3276266433341,279.1735243572525
E01005438,474.4919599469237,492.666221130014,478.74751563572295,467.43706422707504,413.8321666551032
E01005439,438.96772419478486,488.85029067370294,457.01650430343875,520.1395299696757,487.11215295766743
E01005440,603.3727296571508,611.2669828426908,609.6806502302692,583.5421118954212,505.83272279725134
E01005441,580.5023772660938,654.8195172783811,680.759012843993,683.1698005108495,642.0767998770871
E01005442,610.8396862677207,705.4744972573778,741.2126095239719,728.4562439290657,657.8731881652933
E01005443,625.577246807761,742.5583390061186,785.8259444325689,812.2140985129232,716.2819244651167
E01005444,573.7293828318197,650.3340849161156,694.8738233675447,679.2686942184971,624.0285391851314
E01005445,566.319011044444,638.6041291579922,671.3764204693516,658.6922182529437,612.0256219272283
E01005446,550.599817949745,609.9378665068836,636.3968504760039,625.9931573241383,587.6960303046875
E01005447,532.3879527434523,599.9481100570479,645.8388188498244,639.5897803562694,599.9786757297295
E01005448,432.4116811947196,593.998943464618,602.229077766679,619.1047772395301,564.5692033310843
E01005449,432.7524087909117,593.300991454332,614.0019897857246,636.4907333974181,587.6333324682821
E01005450,395.03812866719124,489.48223830396057,468.56326567096556,502.6432230625481,457.77208450979185
E01005451,423.5253211712834,507.86935638794364,525.1009628305516,558.3766773151426,499.4178183847124
E01005452,587.4312277920395,1309.9757271869973,1616.3296128744598,1799.0308582077803,1126.1922641269975
E01005453,572.9247590303548,1309.85863547302,1674.619766626299,2017.0870684348597,1285.485246422531
E01005454,449.61347235172724,709.4668279067913,793.319280925311,864.4813192245895,700.6771071032471
E01005455,503.9666148762545,942.080417348151,1132.7133250978206,1228.528631767199,884.3460649419629
E01005456,456.22658752638125,692.0111613784034,762.269441585775,759.6323327895236,635.639420804193
E01005459,223.63730693850553,274.57150887833035,339.20040154824005,281.69855238687757,223.3481838606536
E01005460,480.91411390498325,552.0360610130783,538.5408449286796,512.1783625527187,454.25113010659794
E01005461,197.9473566231215,249.8088229370529,347.3133575444277,255.02160666876392,197.06407477500562
E01005462,374.8171273440826,393.6464431224875,402.91086293070236,368.9527021250837,326.13257801715423
E01005463,408.7034447572636,452.74926989298206,442.5027644425233,413.4816800173065,356.9599653813525
E01005464,1020.6709860552647,1066.955128745771,1054.6183012761874,1095.6406359784212,884.9238031672871
E01005465,1344.976120162677,1462.771216558371,1202.9910932328228,1200.5405586450072,1022.6319503324356
E01005466,1116.3058906740841,1144.9299198954177,1080.1140546441927,1127.4465464527123,944.2803193053455
E01005467,1170.311156875091,1224.1428448557856,1145.5738836021487,1197.3075824816217,974.6540702633811
E01005468,1026.2435792997217,1113.9206564256,953.2971803164049,940.465552339606,842.4283987461249
E01005469,1434.796017424922,1593.1869445015698,1229.3941163829809,1198.372707947566,1015.5486915523454
E01005470,467.5668320557117,501.6471581657926,482.3353377698443,512.4440686868809,402.2795823834026
E01005471,666.9378775225571,704.0068259731984,631.729835244516,645.5441134603237,544.3730529506848
E01005472,809.2993354531358,899.9480950185919,897.5638751456722,891.8202645412154,760.7999200000239
E01005473,581.5327462726683,643.1021502343582,653.1893068098128,685.2740041386924,560.1347465851986
E01005474,792.6760009505379,872.5676163111805,871.7559847711894,878.6726378913963,760.3226428707736
E01005475,805.9917148027797,870.9733677534934,723.5865563200182,728.6677779402247,621.8755893204835
E01005476,779.8002256343722,841.3807477460826,855.0023371575471,869.7699170161162,779.6451668037363
E01005477,786.0315679582276,854.1665923372008,854.2478212488236,857.8835182760976,769.3029095615207
E01005478,802.4791412848047,869.5123392891269,870.1468255748201,890.296474956182,786.6286680916248
E01005479,834.4968139602418,898.3854037343041,869.8284346476115,880.6348368726033,792.932390871027
E01005480,751.2112943344172,818.8546929715865,814.7782438239667,823.896437869909,749.8467059952156
E01005481,734.9516198167433,793.4172343257625,802.0423772115937,816.7187618342659,733.7080305306182
E01005482,668.4828540061649,752.6328386054936,1015.9333412302465,1101.1209747151486,820.3064478925592
E01005483,564.8240950348184,681.3972055134418,1150.4285653697154,1264.6935056275122,907.8213574392299
E01005484,579.0123357137826,619.5767921461846,639.6848364120149,673.3450364971039,537.0553591123858
E01005485,444.2394384959722,474.51020078058195,458.5646648126995,470.3400974456297,393.97778307469304
E01005486,584.155124219142,667.4434119727797,922.1263912234069,1000.7725686440699,794.9576187708301
E01005487,574.3585188057704,693.9343837973332,1236.5601454039827,1333.241030826847,923.8138984440293
E01005488,750.1703041061633,840.1691990243946,1008.0948742813314,1027.4751421844035,854.4399286736272
E01005489,784.4979057236894,844.992949241769,957.4218019926003,971.0434617290501,861.6452259859371
E01005490,745.0142687647486,849.7372859736731,1058.6617861073648,1101.8527753437243,899.0111046836275
E01005491,726.5725414217997,789.4558528696747,994.3506427414349,1042.8615137063657,859.131903128027
